"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 05월 16일","74.59","74.59","74.59","74.59","-","0.74%"
"2018년 05월 15일","74.04","74.04","74.04","74.04","-","0.03%"
"2018년 05월 14일","74.02","74.02","74.02","74.02","-","0.73%"
"2018년 05월 11일","73.48","73.48","73.48","73.48","-","-0.27%"
"2018년 05월 10일","73.68","73.68","73.68","73.68","-","0.42%"
"2018년 05월 09일","73.37","73.37","73.37","73.37","-","2.29%"
"2018년 05월 08일","71.73","71.73","71.73","71.73","-","-1.51%"
"2018년 05월 07일","72.83","72.83","72.83","72.83","-","1.46%"
"2018년 05월 04일","71.78","71.78","71.78","71.78","-","1.51%"
"2018년 05월 03일","70.71","70.71","70.71","70.71","-","0.38%"
"2018년 05월 02일","70.44","70.44","70.44","70.44","-","-0.16%"
"2018년 05월 01일","70.55","70.55","70.55","70.55","-","3.34%"
"2018년 04월 30일","68.27","68.27","68.27","68.27","-","-0.01%"
"2018년 04월 27일","68.28","68.28","68.28","68.28","-","0.00%"
"2018년 04월 26일","68.28","68.28","68.28","68.28","-","0.18%"
"2018년 04월 25일","68.16","68.16","68.16","68.16","0.01K","-0.06%"
"2018년 04월 24일","68.20","68.20","68.20","68.20","-","-0.31%"
"2018년 04월 23일","68.41","68.41","68.41","68.41","-","0.18%"
"2018년 04월 20일","68.29","68.29","68.29","68.29","-","0.16%"
"2018년 04월 19일","68.18","68.18","68.18","68.18","-","0.03%"
"2018년 04월 18일","68.16","68.16","68.16","68.16","-","1.16%"
"2018년 04월 17일","67.38","67.38","67.38","67.38","-","0.19%"
"2018년 04월 16일","67.25","67.25","67.25","67.25","0.01K","-0.81%"
"2018년 04월 13일","67.80","67.80","67.80","67.80","0.00K","0.21%"
"2018년 04월 12일","67.66","67.66","67.66","67.66","-","-0.18%"
"2018년 04월 11일","67.78","67.78","67.78","67.78","-","0.76%"
"2018년 04월 10일","67.27","67.27","67.27","67.27","-","2.19%"
"2018년 04월 09일","65.83","65.83","65.83","65.83","-","1.83%"
"2018년 04월 06일","64.65","64.65","64.65","64.65","-","-1.24%"
"2018년 04월 05일","65.46","65.46","65.46","65.46","-","0.44%"
"2018년 04월 04일","65.17","65.17","65.17","65.17","-","0.02%"
"2018년 04월 03일","65.16","65.16","65.16","65.16","-","0.84%"
"2018년 04월 02일","64.62","64.62","64.62","64.62","-","3.01%"
"2018년 03월 29일","62.73","62.73","62.73","62.73","-","0.08%"
"2018년 03월 28일","62.68","62.68","62.68","62.68","0.00K","-0.13%"
"2018년 03월 27일","62.76","62.76","62.76","62.76","-","-0.02%"
"2018년 03월 26일","62.77","62.77","62.77","62.77","-","-0.11%"
"2018년 03월 23일","62.84","62.84","62.84","62.84","-","0.35%"
"2018년 03월 22일","62.62","62.62","62.62","62.62","-","-0.35%"
"2018년 03월 21일","62.84","62.84","62.84","62.84","-","0.92%"
"2018년 03월 20일","62.27","62.27","62.27","62.27","-","0.66%"
"2018년 03월 19일","61.86","61.86","61.86","61.86","0.01K","-0.16%"
"2018년 03월 16일","61.96","61.96","61.96","61.96","-","0.78%"
"2018년 03월 15일","61.48","61.48","61.48","61.48","-","0.20%"
"2018년 03월 14일","61.36","61.36","61.36","61.36","0.01K","0.31%"
"2018년 03월 13일","61.17","61.17","61.17","61.17","-","-0.24%"
"2018년 03월 12일","61.32","61.32","61.32","61.32","0.01K","-0.60%"
"2018년 03월 09일","61.69","61.69","61.69","61.69","-","2.07%"
"2018년 03월 08일","60.44","60.44","60.44","60.44","-","-0.77%"
"2018년 03월 07일","60.91","60.91","60.91","60.91","-","-2.09%"
"2018년 03월 06일","62.21","62.21","62.21","62.21","-","0.44%"
"2018년 03월 05일","61.94","61.94","61.94","61.94","-","1.69%"
"2018년 03월 02일","60.91","60.91","60.91","60.91","-","0.86%"
"2018년 03월 01일","60.39","60.39","60.39","60.39","-","-3.71%"
"2018년 02월 28일","62.72","62.72","62.72","62.72","-","0.00%"
"2018년 02월 27일","62.72","62.72","62.72","62.72","-","-0.05%"
"2018년 02월 26일","62.75","62.75","62.75","62.75","-","0.00%"
"2018년 02월 23일","62.75","62.75","62.75","62.75","-","0.21%"
"2018년 02월 22일","62.62","62.62","62.62","62.62","-","0.24%"
"2018년 02월 21일","62.47","62.47","62.47","62.47","-","0.06%"
"2018년 02월 20일","62.43","62.43","62.43","62.43","-","0.24%"
"2018년 02월 16일","62.28","62.28","62.28","62.28","-","0.00%"
"2018년 02월 15일","62.28","62.28","62.28","62.28","-","0.37%"
"2018년 02월 14일","62.05","62.05","62.05","62.05","-","1.24%"
"2018년 02월 13일","61.29","61.29","61.29","61.29","-","0.21%"
"2018년 02월 12일","61.16","61.16","61.16","61.16","-","-0.10%"
"2018년 02월 09일","61.22","61.22","61.22","61.22","-","-2.27%"
"2018년 02월 08일","62.64","62.64","62.64","62.64","-","-0.79%"
"2018년 02월 07일","63.14","63.14","63.14","63.14","-","-1.76%"
"2018년 02월 06일","64.27","64.27","64.27","64.27","-","-1.11%"
"2018년 02월 05일","64.99","64.99","64.99","64.99","-","-1.14%"
"2018년 02월 02일","65.74","65.74","65.74","65.74","-","-1.48%"
"2018년 02월 01일","66.73","66.73","66.73","66.73","-","0.82%"
"2018년 01월 31일","66.19","66.19","66.19","66.19","-","-0.02%"
"2018년 01월 30일","66.20","66.20","66.20","66.20","-","-0.05%"
"2018년 01월 29일","66.23","66.23","66.23","66.23","-","-0.14%"
"2018년 01월 26일","66.32","66.32","66.32","66.32","-","0.09%"
"2018년 01월 25일","66.26","66.26","66.26","66.26","-","-0.08%"
"2018년 01월 24일","66.31","66.31","66.31","66.31","-","0.15%"
"2018년 01월 23일","66.21","66.21","66.21","66.21","-","0.36%"
"2018년 01월 22일","65.97","65.97","65.97","65.97","-","0.23%"
"2018년 01월 19일","65.82","65.82","65.82","65.82","-","-0.39%"
"2018년 01월 18일","66.08","66.08","66.08","66.08","-","-0.08%"
"2018년 01월 17일","66.13","66.13","66.13","66.13","-","0.12%"
"2018년 01월 16일","66.05","66.05","66.05","66.05","-","-0.47%"
"2018년 01월 12일","66.36","66.36","66.36","66.36","-","0.44%"
"2018년 01월 11일","66.07","66.07","66.07","66.07","-","0.09%"
"2018년 01월 10일","66.01","66.01","66.01","66.01","-","0.30%"
"2018년 01월 09일","65.81","65.81","65.81","65.81","-","1.11%"
"2018년 01월 08일","65.09","65.09","65.09","65.09","-","0.23%"
"2018년 01월 05일","64.94","64.94","64.94","64.94","-","-0.57%"
"2018년 01월 04일","65.31","65.31","65.31","65.31","-","0.11%"
"2018년 01월 03일","65.24","65.24","65.24","65.24","-","1.91%"
"2018년 01월 02일","64.02","64.02","64.02","64.02","-","3.93%"
"2017년 12월 29일","61.60","61.60","61.60","61.60","-","0.06%"
"2017년 12월 28일","61.56","61.56","61.56","61.56","-","0.07%"
"2017년 12월 27일","61.52","61.52","61.52","61.52","-","-0.13%"
"2017년 12월 26일","61.60","61.60","61.60","61.60","-","0.74%"
"2017년 12월 22일","61.15","61.15","61.15","61.15","-","-0.24%"
"2017년 12월 21일","61.30","61.30","61.30","61.30","-","0.03%"
"2017년 12월 20일","61.28","61.28","61.28","61.28","-","0.43%"
"2017년 12월 19일","61.02","61.02","61.02","61.02","-","0.36%"
"2017년 12월 18일","60.80","60.80","60.80","60.80","-","0.16%"
"2017년 12월 15일","60.70","60.70","60.70","60.70","-","0.08%"
"2017년 12월 14일","60.65","60.65","60.65","60.65","-","0.88%"
"2017년 12월 13일","60.12","60.12","60.12","60.12","-","-0.73%"
"2017년 12월 12일","60.56","60.56","60.56","60.56","-","-1.72%"
"2017년 12월 11일","61.62","61.62","61.62","61.62","-","1.28%"
"2017년 12월 08일","60.84","60.84","60.84","60.84","-","1.03%"
"2017년 12월 07일","60.22","60.22","60.22","60.22","-","1.48%"
"2017년 12월 06일","59.34","59.34","59.34","59.34","-","-2.00%"
"2017년 12월 05일","60.55","60.55","60.55","60.55","-","0.88%"
"2017년 12월 04일","60.02","60.02","60.02","60.02","-","-1.98%"
"2017년 12월 01일","61.23","61.23","61.23","61.23","-","0.67%"
"2017년 11월 30일","60.82","60.82","60.82","60.82","-","0.03%"
"2017년 11월 29일","60.80","60.80","60.80","60.80","-","0.00%"
"2017년 11월 28일","60.80","60.80","60.80","60.80","-","-0.13%"
"2017년 11월 27일","60.88","60.88","60.88","60.88","-","-0.07%"
"2017년 11월 24일","60.92","60.92","60.92","60.92","-","0.23%"
"2017년 11월 22일","60.78","60.78","60.78","60.78","-","0.25%"
"2017년 11월 21일","60.63","60.63","60.63","60.63","0.01K","0.13%"
"2017년 11월 20일","60.55","60.55","60.55","60.55","0.40K","-0.44%"
"2017년 11월 17일","60.82","60.82","60.82","60.82","-","1.00%"
"2017년 11월 16일","60.22","60.22","60.22","60.22","-","-0.45%"
"2017년 11월 15일","60.49","60.49","60.49","60.49","-","-0.33%"
"2017년 11월 14일","60.69","60.69","60.69","60.69","-","-0.80%"
"2017년 11월 13일","61.18","61.18","61.18","61.18","-","-0.20%"
"2017년 11월 10일","61.30","61.30","61.30","61.30","-","-0.42%"
"2017년 11월 09일","61.56","61.56","61.56","61.56","-","0.69%"
"2017년 11월 08일","61.14","61.14","61.14","61.14","-","-0.10%"
"2017년 11월 07일","61.20","61.20","61.20","61.20","-","-1.02%"
"2017년 11월 06일","61.83","61.83","61.83","61.83","-","2.79%"
"2017년 11월 03일","60.15","60.15","60.15","60.15","-","2.17%"
"2017년 11월 02일","58.87","58.87","58.87","58.87","-","0.24%"
"2017년 11월 01일","58.73","58.73","58.73","58.73","-","5.72%"
"2017년 10월 31일","55.55","55.55","55.55","55.55","-","0.02%"
"2017년 10월 30일","55.54","55.54","55.54","55.54","-","-0.02%"
"2017년 10월 27일","55.55","55.55","55.55","55.55","-","0.18%"
"2017년 10월 26일","55.45","55.45","55.45","55.45","-","0.20%"
"2017년 10월 25일","55.34","55.34","55.34","55.34","-","-0.09%"
"2017년 10월 24일","55.39","55.39","55.39","55.39","-","0.45%"
"2017년 10월 23일","55.14","55.14","55.14","55.14","-","-0.24%"
"2017년 10월 20일","55.27","55.27","55.27","55.27","-","0.25%"
"2017년 10월 19일","55.13","55.13","55.13","55.13","-","-0.63%"
"2017년 10월 18일","55.48","55.48","55.48","55.48","-","0.20%"
"2017년 10월 17일","55.37","55.37","55.37","55.37","-","0.05%"
"2017년 10월 16일","55.34","55.34","55.34","55.34","-","0.55%"
"2017년 10월 13일","55.04","55.04","55.04","55.04","-","0.92%"
"2017년 10월 12일","54.54","54.54","54.54","54.54","-","-0.53%"
"2017년 10월 11일","54.83","54.83","54.83","54.83","-","0.40%"
"2017년 10월 10일","54.61","54.61","54.61","54.61","-","0.94%"
"2017년 10월 09일","54.10","54.10","54.10","54.10","-","0.28%"
"2017년 10월 06일","53.95","53.95","53.95","53.95","-","-2.30%"
"2017년 10월 05일","55.22","55.22","55.22","55.22","-","1.71%"
"2017년 10월 04일","54.29","54.29","54.29","54.29","-","-0.24%"
"2017년 10월 03일","54.42","54.42","54.42","54.42","-","-0.55%"
"2017년 10월 02일","54.72","54.72","54.72","54.72","-","1.96%"
"2017년 09월 29일","53.67","53.67","53.67","53.67","-","0.07%"
"2017년 09월 28일","53.63","53.63","53.63","53.63","-","-0.07%"
"2017년 09월 27일","53.67","53.67","53.67","53.67","-","-0.19%"
"2017년 09월 26일","53.77","53.77","53.77","53.77","-","-0.28%"
"2017년 09월 25일","53.92","53.92","53.92","53.92","-","0.60%"
"2017년 09월 22일","53.60","53.60","53.60","53.60","-","0.15%"
"2017년 09월 21일","53.52","53.52","53.52","53.52","-","0.02%"
"2017년 09월 20일","53.51","53.51","53.51","53.51","-","0.79%"
"2017년 09월 19일","53.09","53.09","53.09","53.09","-","-0.30%"
"2017년 09월 18일","53.25","53.25","53.25","53.25","-","-0.06%"
"2017년 09월 15일","53.28","53.28","53.28","53.28","-","0.11%"
"2017년 09월 14일","53.22","53.22","53.22","53.22","-","0.30%"
"2017년 09월 13일","53.06","53.06","53.06","53.06","-","0.91%"
"2017년 09월 12일","52.58","52.58","52.58","52.58","0.10K","0.44%"
"2017년 09월 11일","52.35","52.35","52.35","52.35","-","0.21%"
"2017년 09월 08일","52.24","52.24","52.24","52.24","-","-1.02%"
"2017년 09월 07일","52.78","52.78","52.78","52.78","-","0.04%"
"2017년 09월 06일","52.76","52.76","52.76","52.76","-","1.42%"
"2017년 09월 05일","52.02","52.02","52.02","52.02","-","1.03%"
"2017년 09월 01일","51.49","51.49","51.49","51.49","-","2.53%"
"2017년 08월 31일","50.22","50.22","50.22","50.22","0.33K","0.00%"
"2017년 08월 30일","50.22","50.22","50.22","50.22","0.15K","-0.06%"
"2017년 08월 29일","50.25","50.25","50.25","50.25","0.15K","0.02%"
"2017년 08월 28일","50.24","50.24","50.24","50.24","-","-0.12%"
"2017년 08월 25일","50.30","50.30","50.30","50.30","-","0.18%"
"2017년 08월 24일","50.21","50.21","50.21","50.21","-","-0.30%"
"2017년 08월 23일","50.36","50.36","50.36","50.36","-","0.44%"
"2017년 08월 22일","50.14","50.14","50.14","50.14","-","0.10%"
"2017년 08월 21일","50.09","50.09","50.09","50.09","-","-0.71%"
"2017년 08월 18일","50.45","50.45","50.45","50.45","-","1.22%"
"2017년 08월 17일","49.84","49.84","49.84","49.84","-","0.54%"
"2017년 08월 16일","49.57","49.57","49.57","49.57","-","-0.66%"
"2017년 08월 15일","49.90","49.90","49.90","49.90","-","0.10%"
"2017년 08월 14일","49.85","49.85","49.85","49.85","-","-1.54%"
"2017년 08월 11일","50.63","50.63","50.63","50.63","-","0.08%"
"2017년 08월 10일","50.59","50.59","50.59","50.59","-","-0.14%"
"2017년 08월 09일","50.66","50.66","50.66","50.66","-","-0.28%"
"2017년 08월 08일","50.80","50.80","50.80","50.80","-","-0.39%"
"2017년 08월 07일","51.00","51.00","51.00","51.00","-","-0.20%"
"2017년 08월 04일","51.10","51.10","51.10","51.10","-","0.91%"
"2017년 08월 03일","50.64","50.64","50.64","50.64","-","-0.76%"
"2017년 08월 02일","51.03","51.03","51.03","51.03","-","1.21%"
"2017년 08월 01일","50.42","50.42","50.42","50.42","-","5.99%"
"2017년 07월 31일","47.57","47.57","47.57","47.57","-","0.02%"
"2017년 07월 28일","47.56","47.56","47.56","47.56","-","0.00%"
"2017년 07월 27일","47.56","47.56","47.56","47.56","-","0.08%"
"2017년 07월 26일","47.52","47.52","47.52","47.52","-","0.23%"
"2017년 07월 25일","47.41","47.41","47.41","47.41","-","0.64%"
"2017년 07월 24일","47.11","47.11","47.11","47.11","-","0.23%"
"2017년 07월 21일","47.00","47.00","47.00","47.00","-","-0.68%"
"2017년 07월 20일","47.32","47.32","47.32","47.32","0.10K","-0.29%"
"2017년 07월 19일","47.46","47.46","47.46","47.46","-","0.68%"
"2017년 07월 18일","47.14","47.14","47.14","47.14","-","0.34%"
"2017년 07월 17일","46.98","46.98","46.98","46.98","-","-0.53%"
"2017년 07월 14일","47.23","47.23","47.23","47.23","-","0.60%"
"2017년 07월 13일","46.95","46.95","46.95","46.95","-","0.79%"
"2017년 07월 12일","46.58","46.58","46.58","46.58","-","0.32%"
"2017년 07월 11일","46.43","46.43","46.43","46.43","-","0.87%"
"2017년 07월 10일","46.03","46.03","46.03","46.03","-","0.33%"
"2017년 07월 07일","45.88","45.88","45.88","45.88","-","-2.40%"
"2017년 07월 06일","47.01","47.01","47.01","47.01","-","0.45%"
"2017년 07월 05일","46.80","46.80","46.80","46.80","-","-3.58%"
"2017년 07월 03일","48.54","48.54","48.54","48.54","-","4.45%"
"2017년 06월 30일","46.47","46.47","46.47","46.47","-","0.00%"
"2017년 06월 29일","46.47","46.47","46.47","46.47","-","0.04%"
"2017년 06월 28일","46.45","46.45","46.45","46.45","0.15K","0.13%"
"2017년 06월 27일","46.39","46.39","46.39","46.39","-","0.30%"
"2017년 06월 26일","46.25","46.25","46.25","46.25","-","0.13%"
"2017년 06월 23일","46.19","46.19","46.19","46.19","-","0.20%"
"2017년 06월 22일","46.10","46.10","46.10","46.10","-","0.24%"
"2017년 06월 21일","45.99","45.99","45.99","45.99","-","-0.69%"
"2017년 06월 20일","46.31","46.31","46.31","46.31","-","-0.52%"
"2017년 06월 19일","46.55","46.55","46.55","46.55","-","-0.39%"
"2017년 06월 16일","46.73","46.73","46.73","46.73","-","0.30%"
"2017년 06월 15일","46.59","46.59","46.59","46.59","-","-0.21%"
"2017년 06월 14일","46.69","46.69","46.69","46.69","-","-2.08%"
"2017년 06월 13일","47.68","47.68","47.68","47.68","-","0.42%"
"2017년 06월 12일","47.48","47.48","47.48","47.48","-","0.21%"
"2017년 06월 09일","47.38","47.38","47.38","47.38","-","0.55%"
"2017년 06월 08일","47.12","47.12","47.12","47.12","-","-0.13%"
"2017년 06월 07일","47.18","47.18","47.18","47.18","-","-3.24%"
"2017년 06월 06일","48.76","48.76","48.76","48.76","-","1.06%"
"2017년 06월 05일","48.25","48.25","48.25","48.25","-","-1.05%"
"2017년 06월 02일","48.76","48.76","48.76","48.76","-","-1.44%"
"2017년 06월 01일","49.47","49.47","49.47","49.47","-","-2.12%"
"2017년 05월 31일","50.54","50.54","50.54","50.54","-","-0.08%"
"2017년 05월 30일","50.58","50.58","50.58","50.58","-","-0.02%"
"2017년 05월 26일","50.59","50.59","50.59","50.59","-","0.18%"
"2017년 05월 25일","50.50","50.50","50.50","50.50","-","-0.94%"
"2017년 05월 24일","50.98","50.98","50.98","50.98","-","-0.14%"
"2017년 05월 23일","51.05","51.05","51.05","51.05","-","0.24%"
"2017년 05월 22일","50.93","50.93","50.93","50.93","-","0.12%"
"2017년 05월 19일","50.87","50.87","50.87","50.87","-","0.79%"
"2017년 05월 18일","50.47","50.47","50.47","50.47","-","0.24%"
"2017년 05월 17일","50.35","50.35","50.35","50.35","-","0.62%"
"2017년 05월 16일","50.04","50.04","50.04","50.04","-","0.00%"
"2017년 05월 15일","50.04","50.04","50.04","50.04","-","1.09%"
"2017년 05월 12일","49.50","49.50","49.50","49.50","-","0.04%"
"2017년 05월 11일","49.48","49.48","49.48","49.48","0.20K","0.65%"
"2017년 05월 10일","49.16","49.16","49.16","49.16","-","2.20%"
"2017년 05월 09일","48.10","48.10","48.10","48.10","-","-0.91%"
"2017년 05월 08일","48.54","48.54","48.54","48.54","-","0.41%"
"2017년 05월 05일","48.34","48.34","48.34","48.34","-","1.41%"
"2017년 05월 04일","47.67","47.67","47.67","47.67","-","-4.16%"
"2017년 05월 03일","49.74","49.74","49.74","49.74","-","0.89%"
"2017년 05월 02일","49.30","49.30","49.30","49.30","-","-2.74%"
"2017년 05월 01일","50.69","50.69","50.69","50.69","-","-3.06%"
"2017년 04월 28일","52.29","52.29","52.29","52.29","-","-0.04%"
"2017년 04월 27일","52.31","52.31","52.31","52.31","-","-0.08%"
"2017년 04월 26일","52.35","52.35","52.35","52.35","-","-0.04%"
"2017년 04월 25일","52.37","52.37","52.37","52.37","-","0.11%"
"2017년 04월 24일","52.31","52.31","52.31","52.31","-","-0.02%"
"2017년 04월 21일","52.32","52.32","52.32","52.32","-","-0.48%"
"2017년 04월 20일","52.57","52.57","52.57","52.57","-","0.15%"
"2017년 04월 19일","52.49","52.49","52.49","52.49","-","-1.32%"
"2017년 04월 18일","53.19","53.19","53.19","53.19","-","-0.45%"
"2017년 04월 17일","53.43","53.43","53.43","53.43","0.10K","-0.56%"
"2017년 04월 13일","53.73","53.73","53.73","53.73","-","0.04%"
"2017년 04월 12일","53.71","53.71","53.71","53.71","-","-0.68%"
"2017년 04월 11일","54.08","54.08","54.08","54.08","-","0.46%"
"2017년 04월 10일","53.83","53.83","53.83","53.83","-","1.09%"
"2017년 04월 07일","53.25","53.25","53.25","53.25","-","0.62%"
"2017년 04월 06일","52.92","52.92","52.92","52.92","-","0.80%"
"2017년 04월 05일","52.50","52.50","52.50","52.50","-","0.59%"
"2017년 04월 04일","52.19","52.19","52.19","52.19","-","1.64%"
"2017년 04월 03일","51.35","51.35","51.35","51.35","-","0.29%"
"2017년 03월 31일","51.20","51.20","51.20","51.20","-","-0.06%"
"2017년 03월 30일","51.23","51.23","51.23","51.23","-","0.06%"
"2017년 03월 29일","51.20","51.20","51.20","51.20","-","0.23%"
"2017년 03월 28일","51.08","51.08","51.08","51.08","-","0.14%"
"2017년 03월 27일","51.01","51.01","51.01","51.01","-","-0.02%"
"2017년 03월 24일","51.02","51.02","51.02","51.02","-","0.12%"
"2017년 03월 23일","50.96","50.96","50.96","50.96","-","-0.16%"
"2017년 03월 22일","51.04","51.04","51.04","51.04","-","-0.10%"
"2017년 03월 21일","51.09","51.09","51.09","51.09","-","-0.45%"
"2017년 03월 20일","51.32","51.32","51.32","51.32","-","-0.12%"
"2017년 03월 17일","51.38","51.38","51.38","51.38","-","-0.04%"
"2017년 03월 16일","51.40","51.40","51.40","51.40","-","0.04%"
"2017년 03월 15일","51.38","51.38","51.38","51.38","-","0.82%"
"2017년 03월 14일","50.96","50.96","50.96","50.96","-","-0.76%"
"2017년 03월 13일","51.35","51.35","51.35","51.35","-","-0.04%"
"2017년 03월 10일","51.37","51.37","51.37","51.37","-","-0.85%"
"2017년 03월 09일","51.81","51.81","51.81","51.81","-","-0.84%"
"2017년 03월 08일","52.25","52.25","52.25","52.25","-","-3.79%"
"2017년 03월 07일","54.31","54.31","54.31","54.31","-","-0.02%"
"2017년 03월 06일","54.32","54.32","54.32","54.32","-","-0.06%"
"2017년 03월 03일","54.35","54.35","54.35","54.35","-","0.91%"
"2017년 03월 02일","53.86","53.86","53.86","53.86","-","-1.98%"
"2017년 03월 01일","54.95","54.95","54.95","54.95","-","0.94%"
"2017년 02월 28일","54.44","54.44","54.44","54.44","-","0.02%"
"2017년 02월 27일","54.43","54.43","54.43","54.43","-","0.09%"
"2017년 02월 24일","54.38","54.38","54.38","54.38","-","-0.06%"
"2017년 02월 23일","54.41","54.41","54.41","54.41","-","0.26%"
"2017년 02월 22일","54.27","54.27","54.27","54.27","-","-0.28%"
"2017년 02월 21일","54.42","54.42","54.42","54.42","-","0.37%"
"2017년 02월 17일","54.22","54.22","54.22","54.22","-","0.18%"
"2017년 02월 16일","54.12","54.12","54.12","54.12","-","-0.04%"
"2017년 02월 15일","54.14","54.14","54.14","54.14","-","-0.24%"
"2017년 02월 14일","54.27","54.27","54.27","54.27","-","0.44%"
"2017년 02월 13일","54.03","54.03","54.03","54.03","-","-1.03%"
"2017년 02월 10일","54.59","54.59","54.59","54.59","0.10K","0.89%"
"2017년 02월 09일","54.11","54.11","54.11","54.11","-","0.71%"
"2017년 02월 08일","53.73","53.73","53.73","53.73","-","-0.32%"
"2017년 02월 07일","53.90","53.90","53.90","53.90","-","-0.65%"
"2017년 02월 06일","54.25","54.25","54.25","54.25","-","-1.52%"
"2017년 02월 03일","55.09","55.09","55.09","55.09","-","0.79%"
"2017년 02월 02일","54.66","54.66","54.66","54.66","-","0.40%"
"2017년 02월 01일","54.44","54.44","54.44","54.44","-","1.34%"
"2017년 01월 31일","53.72","53.72","53.72","53.72","-","-0.04%"
"2017년 01월 30일","53.74","53.74","53.74","53.74","-","-0.04%"
"2017년 01월 27일","53.76","53.76","53.76","53.76","0.20K","-0.07%"
"2017년 01월 26일","53.80","53.80","53.80","53.80","-","0.24%"
"2017년 01월 25일","53.67","53.67","53.67","53.67","-","-0.06%"
"2017년 01월 24일","53.70","53.70","53.70","53.70","-","0.11%"
"2017년 01월 23일","53.64","53.64","53.64","53.64","0.20K","-0.19%"
"2017년 01월 20일","53.74","53.74","53.74","53.74","-","0.81%"
"2017년 01월 19일","53.31","53.31","53.31","53.31","-","0.38%"
"2017년 01월 18일","53.11","53.11","53.11","53.11","-","-1.08%"
"2017년 01월 17일","53.69","53.69","53.69","53.69","-","-0.06%"
"2017년 01월 13일","53.72","53.72","53.72","53.72","-","-0.33%"
"2017년 01월 12일","53.90","53.90","53.90","53.90","-","0.97%"
"2017년 01월 11일","53.38","53.38","53.38","53.38","-","2.03%"
"2017년 01월 10일","52.32","52.32","52.32","52.32","-","-1.64%"
"2017년 01월 09일","53.19","53.19","53.19","53.19","-","-2.97%"
"2017년 01월 06일","54.82","54.82","54.82","54.82","-","0.11%"
"2017년 01월 05일","54.76","54.76","54.76","54.76","-","0.79%"
"2017년 01월 04일","54.33","54.33","54.33","54.33","-","2.20%"
"2017년 01월 03일","53.16","53.16","53.16","53.16","-","2.03%"
"2016년 12월 30일","52.10","52.10","52.10","52.10","-","-0.04%"
"2016년 12월 29일","52.12","52.12","52.12","52.12","-","-0.04%"
"2016년 12월 28일","52.14","52.14","52.14","52.14","-","0.10%"
"2016년 12월 27일","52.09","52.09","52.09","52.09","-","0.25%"
"2016년 12월 23일","51.96","51.96","51.96","51.96","-","0.04%"
"2016년 12월 22일","51.94","51.94","51.94","51.94","-","0.46%"
"2016년 12월 21일","51.70","51.70","51.70","51.70","-","-0.48%"
"2016년 12월 20일","51.95","51.95","51.95","51.95","-","0.27%"
"2016년 12월 19일","51.81","51.81","51.81","51.81","-","-0.38%"
"2016년 12월 16일","52.01","52.01","52.01","52.01","-","0.95%"
"2016년 12월 15일","51.52","51.52","51.52","51.52","-","0.21%"
"2016년 12월 14일","51.41","51.41","51.41","51.41","-","-1.83%"
"2016년 12월 13일","52.37","52.37","52.37","52.37","-","0.21%"
"2016년 12월 12일","52.26","52.26","52.26","52.26","-","1.85%"
"2016년 12월 09일","51.31","51.31","51.31","51.31","-","0.63%"
"2016년 12월 08일","50.99","50.99","50.99","50.99","-","1.27%"
"2016년 12월 07일","50.35","50.35","50.35","50.35","-","-1.33%"
"2016년 12월 06일","51.03","51.03","51.03","51.03","-","-0.93%"
"2016년 12월 05일","51.51","51.51","51.51","51.51","-","0.94%"
"2016년 12월 02일","51.03","51.03","51.03","51.03","-","0.33%"
"2016년 12월 01일","50.86","50.86","50.86","50.86","-","15.93%"
"2016년 11월 30일","43.87","43.87","43.87","43.87","-","-0.02%"
"2016년 11월 29일","43.88","43.88","43.88","43.88","-","-0.32%"
"2016년 11월 28일","44.02","44.02","44.02","44.02","-","0.16%"
"2016년 11월 25일","43.95","43.95","43.95","43.95","-","-0.45%"
"2016년 11월 23일","44.15","44.15","44.15","44.15","-","-0.09%"
"2016년 11월 22일","44.19","44.19","44.19","44.19","-","0.09%"
"2016년 11월 21일","44.15","44.15","44.15","44.15","-","1.54%"
"2016년 11월 18일","43.48","43.48","43.48","43.48","-","0.42%"
"2016년 11월 17일","43.30","43.30","43.30","43.30","-","-0.16%"
"2016년 11월 16일","43.37","43.37","43.37","43.37","-","-0.41%"
"2016년 11월 15일","43.55","43.55","43.55","43.55","-","2.88%"
"2016년 11월 14일","42.33","42.33","42.33","42.33","-","-0.28%"
"2016년 11월 11일","42.45","42.45","42.45","42.45","-","-1.37%"
"2016년 11월 10일","43.04","43.04","43.04","43.04","-","-0.78%"
"2016년 11월 09일","43.38","43.38","43.38","43.38","-","0.95%"
"2016년 11월 08일","42.97","42.97","42.97","42.97","-","-0.16%"
"2016년 11월 07일","43.04","43.04","43.04","43.04","-","1.15%"
"2016년 11월 04일","42.55","42.55","42.55","42.55","-","-1.34%"
"2016년 11월 03일","43.13","43.13","43.13","43.13","-","-1.12%"
"2016년 11월 02일","43.62","43.62","43.62","43.62","-","-2.37%"
"2016년 11월 01일","44.68","44.68","44.68","44.68","-","-0.53%"
"2016년 10월 31일","44.92","44.92","44.92","44.92","-","-8.38%"
"2016년 10월 28일","49.03","49.03","49.03","49.03","-","-0.06%"
"2016년 10월 27일","49.06","49.06","49.06","49.06","-","0.20%"
"2016년 10월 26일","48.96","48.96","48.96","48.96","-","-0.18%"
"2016년 10월 25일","49.05","49.05","49.05","49.05","-","-0.28%"
